
                    V                          LATITUDE     LONGITUDE   OBSTACLE             AGL  AMSL  LT ACC MAR  FAA
ACTION    OAS#      S CT ST CITY             DEG MIN SEC  DEG MIN SEC   TYPE                  HT    HT     H V IND STUDY          JDATE
----------------------------------------------------------------------------------------------------------------------------------------
ADD       02-347559 U US AK WASILLA          61 35 58.09N 149 30 49.93W T-L TWR            1 00080 00486 N 4 D N 2024AAL00132OE A2026142 
ADD       02-347560 U US AK WASILLA          61 35 58.08N 149 30 43.85W CATENARY           1 00088 00497 N 4 D N 2024AAL00133OE A2026142 
ADD       02-347561 U US AK WASILLA          61 35 58.08N 149 30 43.81W T-L TWR            1 00085 00494 N 4 D N 2024AAL00134OE A2026142 
ADD       02-347562 U US AK WASILLA          61 35 58.08N 149 30 43.80W CATENARY           1 00088 00497 N 4 D N 2024AAL00135OE A2026142 
ADD       02-347563 U US AK WASILLA          61 35 58.74N 149 30 42.09W T-L TWR            1 00076 00493 N 4 D N 2024AAL00004OE A2026142 
ADD       02-347564 U US AK WASILLA          61 35 59.45N 149 30 42.10W CATENARY           1 00086 00497 N 4 D N 2024AAL00005OE A2026142 
ADD       02-347565 U US AK WASILLA          61 36 01.13N 149 30 42.11W T-L TWR            1 00080 00501 N 4 D N 2024AAL00006OE A2026142 
ADD       02-347566 U US AK WASILLA          61 36 07.34N 149 30 42.16W T-L TWR            1 00080 00522 N 4 D N 2024AAL00010OE A2026142 
ADD       02-347567 U US AK WASILLA          61 36 10.06N 149 30 42.20W CATENARY           1 00084 00514 N 4 D N 2024AAL00011OE A2026142 
ADD       02-347568 U US AK WASILLA          61 36 10.41N 149 30 42.19W T-L TWR            1 00085 00515 N 4 D N 2024AAL00012OE A2026142 
ADD       02-347569 U US AK WASILLA          61 36 10.41N 149 30 42.21W CATENARY           1 00083 00513 N 4 D N 2024AAL00013OE A2026142 
ADD       02-347570 U US AK WASILLA          61 36 13.49N 149 30 42.22W T-L TWR            1 00085 00505 N 4 D N 2024AAL00014OE A2026142 
ADD       02-347571 U US AK WASILLA          61 36 13.78N 149 30 42.24W CATENARY           1 00086 00502 N 4 D N 2024AAL00015OE A2026142 
ADD       02-347572 U US AK WASILLA          61 36 16.44N 149 30 42.25W T-L TWR            1 00080 00491 N 4 D N 2024AAL00016OE A2026142 
ADD       02-347573 U US AK WASILLA          61 36 16.79N 149 30 42.27W CATENARY           1 00082 00492 N 4 D N 2024AAL00017OE A2026142 
ADD       02-347574 U US AK WASILLA          61 36 19.38N 149 30 42.27W T-L TWR            1 00080 00496 N 4 D N 2024AAL00018OE A2026142 
ADD       02-347575 U US AK WASILLA          61 36 20.86N 149 30 42.30W CATENARY           1 00080 00500 N 4 D N 2024AAL00019OE A2026142 
